chr	pos	alpha A	beta A	alpha T	beta T	alpha G	beta G	alpha C	beta C
chr13	28018466	0.166667	12082.5	0.166667	12082.5	0.166667	12082.5	0	0
chr13	28018467	0	0	0.166667	11934.2	0.166667	9604.83	0.166667	11934.2
chr13	28018468	0.166667	12028.2	0	0	0.166667	12028.2	0.166667	12028.2
chr13	28018469	0.166667	11902.2	0	0	0.166667	11902.2	2.83333	11899.5
chr13	28018470	0.166667	11945.2	0.166667	11945.2	0	0	0.166667	11945.2
chr13	28018471	0.166667	11680.5	1.16667	11679.5	0.166667	11680.5	0	0
chr13	28018472	0.166667	11805.8	0.166667	11805.8	0.166667	11805.8	0	0
chr13	28018473	0.166667	11704.5	0.833333	11703.8	0.5	11704.2	0	0
chr13	28018474	0.166667	11796.2	0.833333	11795.5	0.166667	11796.2	0	0
chr13	28018475	0.166667	11939.8	0	0	0.5	11939.5	0.166667	11939.8
chr13	28018476	0.166667	11613.8	0.166667	11613.8	0	0	0.166667	11613.8
chr13	28018477	0	0	0.166667	11808.8	0.833333	11808.2	0.166667	11808.8
chr13	28018478	0.166667	11756.5	0.166667	11756.5	0.166667	11756.5	0	0
chr13	28018479	0	0	0.166667	11686.8	2.16667	11684.8	0.166667	11686.8
chr13	28018480	0	0	0.166667	11785.8	0.166667	11785.8	0.166667	11785.8
chr13	28018481	0.166667	11746.2	0.166667	11746.2	0.166667	11746.2	0	0
chr13	28018482	0	0	0.166667	11591.5	0.833333	11590.8	0.166667	11591.5
chr13	28018483	0.166667	11772.5	0	0	0.166667	11772.5	0.166667	11772.5
chr13	28018484	0	0	0.166667	11738.8	0.166667	11738.8	0.166667	11738.8
chr13	28018485	0.166667	11835.5	0.166667	11835.5	0	0	0.166667	11835.5
chr13	28018486	0.166667	11761.2	0	0	0.166667	11761.2	0.166667	11761.2
chr13	28018487	0.166667	11767.2	0	0	0.166667	11767.2	1.5	11765.8
chr13	28018488	0.833333	11422.5	0.166667	11423.2	0	0	0.166667	11423.2
chr13	28018489	0.166667	11585.2	0.166667	11585.2	0	0	0.166667	11585.2
chr13	28018490	0	0	0.166667	11081.5	0.166667	8971.5	0.5	11081.2
chr13	28018491	0	0	0.166667	11553.5	0.166667	11553.5	0.166667	11553.5
chr13	28018492	0.166667	11404.8	0	0	0.166667	11404.8	0.833333	11404.2
chr13	28018493	0.166667	11162.8	0.166667	11162.8	0.166667	11162.8	0	0
chr13	28018494	0	0	0.166667	11238.5	0.166667	11238.5	0.166667	11238.5
chr13	28018495	0.166667	11373.2	0.166667	11373.2	0.166667	11373.2	0	0
chr13	28018496	0.166667	10024.8	0	0	0.166667	11161.8	4.5	11157.5
chr13	28018497	0.166667	11240.5	0.833333	11239.8	0.166667	11240.5	0	0
chr13	28018498	0	0	0.5	11232.2	0.833333	11231.8	0.166667	11232.5
chr13	28018499	0.166667	11222.2	0	0	0.166667	11222.2	2.83333	11219.5
chr13	28018500	0.166667	10964.5	0.166667	10964.5	0	0	0.166667	10964.5
chr13	28018501	0	0	0.166667	11135.2	0.833333	11134.5	0.5	11134.8
chr13	28018502	0.166667	10936.5	0	0	0.166667	10936.5	0.5	10936.2
chr13	28018503	0	0	0.166667	11047.2	0.833333	11046.5	0.166667	11047.2
chr13	28018504	0.166667	11134.5	0	0	0.166667	11134.5	0.833333	10191.5
chr13	28018505	0.166667	11049.8	0.166667	11049.8	0.166667	11049.8	0	0
chr13	28018506	0.166667	11236.8	0	0	0.166667	11236.8	1.5	11235.5
chr13	28018507	0.166667	11155.5	0.166667	11155.5	0.166667	11155.5	0	0
chr13	28018508	0.166667	11193.2	0.166667	11193.2	0	0	0.166667	11193.2
chr13	28018509	0	0	0.166667	11242.8	0.166667	11242.8	0.166667	11242.8
chr13	28018510	0.5	11247.2	0.166667	11247.5	0	0	0.166667	11247.5
chr13	28018511	0.166667	11006.5	0.833333	11005.8	0.833333	11005.8	0	0
chr13	28018512	0.166667	11128.8	0.5	11128.5	0.166667	11128.8	0	0
chr13	28018513	0	0	0.166667	10770.5	0.166667	10770.5	0.833333	10769.8
chr13	28018514	0	0	0.166667	11211.2	0.166667	11211.2	0.166667	11211.2
chr13	28018515	0.166667	11310.5	0	0	0.166667	11310.5	0.5	11310.2
chr13	28018516	0.5	11219.8	0.166667	11220.2	0.166667	11220.2	0	0
chr13	28018517	0.166667	11356.8	0.166667	11356.8	0.166667	11356.8	0	0
chr13	28018518	0	0	0.166667	11064.5	0.166667	11064.5	0.166667	11064.5
chr13	28018519	0	0	0.166667	11135.8	0.5	11135.5	0.166667	11135.8
chr13	28018520	0	0	0.5	11069.8	0.166667	11070.2	0.166667	11070.2
chr13	28018521	0.166667	11199.2	0.166667	11199.2	0	0	0.166667	11199.2
chr13	28018522	0.166667	11098.8	0	0	0.5	11098.5	1.83333	11097.2
chr13	28018523	0.166667	10910.8	0.166667	10910.8	0.166667	10910.8	0	0
chr13	28018524	0	0	0.166667	11011.2	1.16667	11010.2	0.166667	11011.2
chr13	28018525	0.166667	11117.8	0.166667	11117.8	0.166667	11117.8	0	0
chr13	28018526	0	0	0.166667	10991.8	1.5	10990.5	0.833333	10991.2
chr13	28018527	0.166667	11180.8	0	0	0.166667	11180.8	0.833333	11180.2
chr13	28018528	0	0	0.166667	10986.8	2.16667	10984.8	0.166667	10986.8
chr13	28018529	0.166667	11089.5	0	0	0.166667	11089.5	0.833333	11088.8
chr13	28018530	0.166667	11068.8	0.166667	11068.8	0.166667	11068.8	0	0
chr13	28018531	0.166667	11138.2	0	0	0.166667	11138.2	0.5	11137.8
chr13	28018532	0.5	11409.5	0	0	0.166667	11409.8	3.16667	11406.8
chr13	28018533	0.166667	11368.8	0.166667	11368.8	0.166667	11368.8	0	0
chr13	28018534	0	0	0.166667	11605.5	1.83333	11603.8	0.166667	11605.5
chr13	28018535	0.166667	11545.2	0.166667	11545.2	0.166667	11545.2	0	0
chr13	28018536	0.166667	11725.2	0.166667	11725.2	0.166667	11725.2	0	0
chr13	28018537	0	0	0.166667	11682.2	2.16667	11680.2	0.166667	11682.2
chr13	28018538	0.166667	11897.5	0.166667	11897.5	0.166667	11897.5	0	0
chr13	28018539	0.166667	11761.8	0	0	0.166667	11761.8	0.166667	11761.8
chr13	28018540	0.166667	11790.8	0	0	0.166667	11790.8	0.166667	11790.8
chr13	28018541	0.166667	11841.8	0	0	0.166667	11841.8	0.5	11841.5
chr13	28018542	0.166667	11741.2	0.166667	11741.2	0.166667	11741.2	0	0
chr13	28018543	0.166667	11740.2	0.833333	11739.5	0.166667	11740.2	0	0
chr13	28018544	0.166667	11848.2	0.166667	11848.2	0.166667	11848.2	0	0
chr13	28018545	0.166667	11821.2	0.166667	11821.2	0	0	0.166667	11821.2
chr13	28018546	0.166667	11828.8	0	0	0.166667	11828.8	0.5	11828.5
chr13	28018547	0.166667	11602.2	0.166667	11602.2	0	0	0.166667	11602.2
chr13	28018548	0.166667	9935.5	0.166667	11356.8	0	0	0.166667	11356.8
chr13	28018549	0.166667	11519.8	0.166667	11519.8	0	0	0.166667	11519.8
chr13	28018550	0.166667	11446.2	0	0	0.166667	11446.2	2.16667	11444.2
chr13	28018551	0.166667	11587.5	0.166667	11587.5	0	0	0.166667	11587.5
chr13	28018552	0	0	0.166667	11648.2	0.166667	11648.2	0.166667	11648.2
chr13	28018553	0.166667	11721.5	0.5	11721.2	0.166667	11721.5	0	0
chr13	28018554	0	0	0.166667	11602.8	0.166667	10492.2	0.166667	11602.8
chr13	28018555	0	0	0.166667	11795.5	0.166667	10261.8	0.166667	11795.5
chr13	28018556	0.5	11904.2	0.166667	11904.5	0	0	0.166667	11904.5
chr13	28018557	0.166667	11737.2	0.166667	11737.2	0.166667	11737.2	0	0
chr13	28018558	0	0	0.833333	11735.2	2.16667	11733.8	0.166667	11735.8
chr13	28018559	0.166667	11758.8	0.166667	11758.8	0.166667	11758.8	0	0
chr13	28018560	0.5	11802.8	0.166667	11803.2	0	0	0.166667	11803.2
chr13	28018561	0.166667	11859.8	0	0	0.166667	11859.8	1.16667	11858.8
chr13	28018562	0.166667	11840.5	0	0	0.166667	11840.5	0.166667	11840.5
chr13	28018563	0.166667	11786.5	0.166667	11786.5	0.166667	11786.5	0	0
chr13	28018564	0.166667	11900.2	0.166667	11900.2	0.166667	11900.2	0	0
chr13	28018565	0.166667	11841.2	0	0	0.166667	11841.2	0.833333	11840.5
chr13	28018566	0.833333	11822.8	0.166667	11823.5	0	0	0.166667	11823.5
chr13	28018567	0.166667	11895.2	0.5	11894.8	0	0	0.166667	11895.2
chr13	28018568	0.166667	11710.2	0.166667	11710.2	0.166667	11710.2	0	0
chr13	28018569	0.166667	11659.8	0.166667	11659.8	0	0	0.833333	11659.2
chr13	28018570	0.166667	11653.8	0.166667	11653.8	0	0	0.166667	11653.8
chr13	28018571	0.166667	11384.8	2.5	11382.5	0.166667	11384.8	0	0
chr13	28018572	0.166667	11575.2	0.166667	10170.2	0.166667	11575.2	0	0
chr13	28018573	0	0	0.166667	11780.2	0.5	11779.8	0.166667	11780.2
chr13	28018574	0.833333	11360.5	0.166667	11361.2	0	0	0.166667	11361.2
chr13	28018575	0.166667	11642.2	0.166667	11642.2	0	0	0.166667	11642.2
chr13	28018576	0.166667	11531.5	0	0	0.5	11531.2	0.166667	11531.5
chr13	28018577	0.166667	11595.2	0.166667	11595.2	0.166667	11595.2	0	0
chr13	28018578	0.166667	11754.2	0	0	0.166667	11754.2	0.5	11753.8
chr13	28018579	0.166667	11604.5	0.166667	11604.5	0.166667	11604.5	0	0
chr13	28018580	0.166667	11715.2	0	0	0.5	11714.8	0.166667	11715.2
chr13	28018581	0.166667	11737.8	0.166667	11737.8	0	0	0.166667	11737.8
chr13	28018582	0.166667	11663.5	0	0	0.166667	11663.5	0.833333	11662.8
chr13	28018583	0.5	11398.5	0.166667	11398.8	0	0	0.166667	11398.8
chr13	28018584	0	0	0.166667	11391.5	0.833333	11390.8	0.166667	11391.5
chr13	28018585	0	0	0.166667	11346.5	0.833333	10327.2	0.166667	11346.5
chr13	28018586	0.166667	11078.2	0.166667	11078.2	0.166667	11078.2	0	0
chr13	28018587	0	0	0.166667	11101.2	2.5	11098.8	0.166667	11101.2
chr13	28018588	0.166667	11109.8	0.166667	11109.8	0.166667	11109.8	0	0
chr13	28018589	0	0	0.166667	11049.2	1.16667	11048.2	0.166667	11049.2
chr13	28018590	0.166667	11061.5	0.166667	11061.5	0.166667	11061.5	0	0
chr13	28018591	0.5	10999.2	0	0	0.166667	10999.5	4.16667	10995.5
chr13	28018592	0.166667	10897.8	0.166667	10897.8	0	0	0.166667	10897.8
chr13	28018593	0.166667	10832.5	0	0	0.166667	10832.5	2.16667	10830.5
chr13	28018594	0.166667	10796.2	0.166667	10796.2	0.166667	10796.2	0	0
chr13	28018595	0	0	0.166667	10508.8	0.5	10508.5	0.166667	10508.8
chr13	28018596	0	0	0.166667	10574.2	0.166667	10574.2	0.166667	10574.2
chr13	28018597	0.166667	10549.2	0.166667	10549.2	0	0	0.166667	10549.2
chr13	28018598	0	0	0.166667	10163.8	0.166667	10163.8	0.166667	10163.8
chr13	28018599	0	0	0.166667	10333.2	0.166667	10333.2	0.166667	10333.2
chr13	28018600	0.166667	10166.8	0	0	0.166667	10166.8	1.16667	10165.8
chr13	28018601	0.166667	9723.83	0.166667	9723.83	0	0	0.166667	9723.83
chr13	28018602	0	0	0.166667	9875.83	0.166667	9875.83	0.166667	9875.83
chr13	28018603	0.166667	9588.83	0.166667	9588.83	0.166667	9588.83	0	0
chr13	28018604	0	0	1.16667	9626.5	0.833333	9626.83	0.166667	9627.5
chr13	28018605	0.166667	9478.5	0.5	9478.17	0.166667	9478.5	0	0
chr13	28018606	0.166667	9426.17	0.5	9425.83	0.166667	9426.17	0	0
chr13	28018607	0	0	0.833333	9375.17	0.166667	9375.83	0.166667	9375.83
chr13	28018608	0.166667	9319.17	0.166667	9319.17	0	0	0.166667	9319.17
chr13	28018609	0	0	0.166667	9277.83	0.166667	9277.83	0.166667	9277.83
chr13	28018610	0.166667	9262.17	0.166667	9262.17	0	0	0.166667	9262.17
chr13	28018611	0.166667	9020.17	0	0	0.166667	9020.17	1.5	9018.83
chr13	28018612	0.166667	8951.5	0.166667	8951.5	0	0	0.166667	8951.5
chr13	28018613	0.166667	8906.83	0	0	0.166667	8906.83	0.5	8906.5
chr13	28018614	0.166667	8967.83	0	0	0.5	8967.5	0.166667	8967.83
chr13	28018615	0	0	0.166667	8735.5	0.166667	8735.5	0.166667	8735.5
chr13	28018616	0.166667	8595.83	0	0	0.166667	8595.83	0.166667	8595.83
chr13	28018617	0.166667	8453.17	0	0	0.166667	8453.17	0.166667	8453.17
chr13	28018618	0.166667	8546.83	0	0	0.166667	8546.83	0.166667	8546.83
chr13	28018619	0	0	0.166667	8489.5	0.166667	8489.5	0.166667	8489.5
chr13	28018620	0.166667	8480.83	0.166667	8480.83	0.166667	8480.83	0	0
chr13	28018621	0.166667	8343.17	0	0	0.166667	8343.17	0.5	8342.83
chr13	28018622	0.166667	8119.5	0.166667	8119.5	0	0	0.166667	8119.5
chr13	28018623	0.166667	8092.5	0	0	0.166667	8092.5	0.5	8092.17
chr13	28018624	0.166667	8008.83	0.166667	8008.83	0	0	0.166667	8008.83
chr13	28018625	0	0	0.166667	7994.17	0.166667	7994.17	0.5	7993.83
chr13	28018626	0.166667	7782.5	0	0	0.166667	7782.5	2.5	7780.17
chr13	28018627	0.166667	7392.17	0.166667	7392.17	0	0	0.166667	7392.17
chr13	28018628	0.166667	7479.83	0	0	0.166667	7479.83	1.5	7478.5
chr13	28018629	0.166667	7150.17	0.166667	7150.17	0	0	0.166667	7150.17
chr13	28018630	0.166667	7164.5	0	0	0.166667	7164.5	0.166667	7164.5
chr13	28018631	0	0	0.166667	7099.83	0.166667	7099.83	0.166667	7099.83
chr13	28018632	0.166667	6903.5	0	0	0.166667	6903.5	0.166667	6903.5
chr13	28018633	0.166667	6891.5	0	0	0.166667	6891.5	0.166667	6891.5
chr13	28018634	0	0	0.166667	6799.17	0.166667	6799.17	0.166667	6799.17
chr13	28018635	0.166667	6777.83	0	0	0.166667	6777.83	0.166667	6777.83
chr13	28018636	0.166667	6682.17	0.166667	6682.17	0.166667	6682.17	0	0
chr13	28018637	0.166667	6695.5	0.833333	6694.83	0.166667	6695.5	0	0
chr13	28018638	0.166667	6630.83	0	0	0.166667	6630.83	0.166667	6630.83
chr13	28018639	0.166667	6440.5	0.166667	6440.5	0	0	0.166667	6440.5
chr13	28018640	0.166667	6382.5	0.166667	6382.5	0	0	0.166667	6382.5
chr13	28018641	0	0	0.166667	6297.17	0.833333	6296.5	0.166667	6297.17
chr13	28018642	0.166667	6155.17	0.166667	6155.17	0	0	0.166667	6155.17
chr13	28018643	0.166667	6071.83	0	0	0.166667	6071.83	0.5	6071.5
chr13	28028094	0	0	0.833333	4251.83	0.166667	4252.5	0.166667	4252.5
chr13	28028095	0.166667	4275.83	0.166667	4275.83	0	0	0.166667	4275.83
chr13	28028096	0	0	0.166667	4212.17	0.166667	4212.17	0.166667	4212.17
chr13	28028097	0.166667	4252.5	0.166667	4252.5	0	0	0.166667	4252.5
chr13	28028098	0	0	0.166667	4000.5	0.166667	4000.5	0.166667	4000.5
chr13	28028099	0.166667	4153.5	0.166667	4153.5	0	0	0.166667	4153.5
chr13	28028100	0	0	0.166667	3829.17	0.166667	3829.17	0.166667	3829.17
chr13	28028101	0.166667	5029.17	0.166667	5029.17	0	0	0.166667	5029.17
chr13	28028102	0	0	0.166667	5246.17	0.166667	5246.17	0.166667	5246.17
chr13	28028103	0.166667	5629.17	0.166667	5629.17	0	0	0.166667	5629.17
chr13	28028104	0	0	0.166667	5345.83	0.166667	5345.83	0.166667	5345.83
chr13	28028105	0.166667	5735.83	0.166667	5735.83	0	0	0.166667	5735.83
chr13	28028106	0	0	0.166667	5437.83	0.166667	5437.83	0.166667	5437.83
chr13	28028107	0.166667	5911.83	0.166667	5911.83	0	0	0.166667	5911.83
chr13	28028108	0	0	0.166667	5523.5	0.166667	5523.5	0.166667	5523.5
chr13	28028109	0.166667	5721.17	0.166667	5721.17	0	0	0.166667	5721.17
chr13	28028110	0	0	0.166667	5730.5	0.166667	5730.5	0.166667	5730.5
chr13	28028111	0.166667	6314.5	0.166667	6314.5	0	0	0.166667	6314.5
chr13	28028112	0.166667	19122.8	0.166667	19122.8	0.166667	19122.8	0	0
chr13	28028113	0	0	0.166667	23310.8	0.166667	18728.2	0.166667	23310.8
chr13	28028114	0	0	0.166667	23654.2	0.166667	23654.2	0.166667	23654.2
chr13	28028115	0	0	0.166667	23934.8	0.166667	23934.8	4.5	23930.5
chr13	28028116	0.166667	24435.8	0.166667	24435.8	0.166667	24435.8	0	0
chr13	28028117	0	0	0.166667	24123.5	0.166667	24123.5	0.166667	24123.5
chr13	28028118	0.166667	24313.8	0	0	0.166667	24313.8	0.166667	24313.8
chr13	28028119	0.166667	23442.2	0.166667	18702.8	0.166667	23442.2	0	0
chr13	28028120	0.166667	24620.5	0.166667	24620.5	0.166667	24620.5	0	0
chr13	28028121	0.166667	24214.8	0	0	0.166667	19486.2	0.166667	24214.8
chr13	28028122	0.166667	24505.5	0.166667	24505.5	0.166667	24505.5	0	0
chr13	28028123	0.166667	24648.8	0	0	0.166667	24648.8	0.166667	24648.8
chr13	28028124	0.166667	24825.5	0	0	0.166667	24825.5	0.166667	24825.5
chr13	28028125	0.166667	24823.5	0	0	0.166667	24823.5	2.83333	24820.8
chr13	28028126	0.166667	24897.8	0.166667	24897.8	0	0	0.5	24897.5
chr13	28028127	0.166667	24815.8	0	0	0.166667	24815.8	0.166667	21604.5
chr13	28028128	0.166667	24227.2	0.166667	24227.2	0.166667	24227.2	0	0
chr13	28028129	0	0	0.166667	25304.2	4.5	25299.8	0.166667	25304.2
chr13	28028130	0.166667	25476.2	0	0	0.833333	25475.5	0.166667	25476.2
chr13	28028131	0.166667	24759.2	0.166667	24759.2	0.166667	24759.2	0	0
chr13	28028132	0	0	0.166667	25387.2	0.5	22858.2	0.166667	25387.2
chr13	28028133	0	0	0.166667	25226.2	0.166667	25226.2	0.166667	25226.2
chr13	28028134	0.166667	20584.8	0.166667	25585.8	0	0	0.166667	25585.8
chr13	28028135	0.166667	25412.8	0.166667	25412.8	0.166667	25412.8	0	0
chr13	28028136	0.166667	25420.2	0	0	0.166667	25420.2	0.5	25419.8
chr13	28028137	0	0	0.166667	24387.2	0.166667	24387.2	0.166667	24387.2
chr13	28028138	0.166667	25314.8	0.166667	20348.2	0.166667	25314.8	0	0
chr13	28028139	0	0	0.166667	25516.8	0.166667	23278.5	0.166667	25516.8
chr13	28028140	0.166667	25527.5	0.166667	25527.5	0	0	0.166667	25527.5
chr13	28028141	0.166667	25596.2	0	0	0.166667	25596.2	0.166667	25596.2
chr13	28028142	0.166667	25550.8	0.166667	25550.8	0.166667	25550.8	0	0
chr13	28028143	0.166667	24974.2	0	0	0.166667	24974.2	0.166667	24974.2
chr13	28028144	0.166667	25529.8	0	0	0.166667	25529.8	0.166667	25529.8
chr13	28028145	0.166667	24745.2	0	0	0.166667	24745.2	0.166667	24745.2
chr13	28028146	0.166667	25800.5	0	0	0.5	25800.2	0.166667	25800.5
chr13	28028147	0.166667	25599.2	0	0	0.5	25598.8	0.5	25598.8
chr13	28028148	0.166667	26059.5	0.166667	26059.5	0	0	0.166667	26059.5
chr13	28028149	0	0	0.166667	26210.2	0.166667	26210.2	0.166667	26210.2
chr13	28028150	0.166667	26143.8	0	0	0.166667	26143.8	4.5	26139.5
chr13	28028151	0.166667	25347.8	0.166667	25347.8	0	0	0.166667	25347.8
chr13	28028152	0	0	0.166667	25969.2	1.83333	22375.5	0.166667	25969.2
chr13	28028153	0.166667	25665.5	0.166667	25665.5	0	0	0.166667	25665.5
chr13	28028154	0.166667	25591.5	0.166667	25591.5	0	0	0.166667	25591.5
chr13	28028155	0.166667	25549.5	0	0	0.5	25549.2	1.5	22073.8
chr13	28028156	0.5	23610.2	0.166667	23610.5	0	0	0.166667	23610.5
chr13	28028157	0	0	0.166667	25978.2	1.5	23686.5	0.166667	25978.2
chr13	28028158	0.166667	25066.5	0	0	0.166667	25066.5	0.166667	25066.5
chr13	28028159	0.166667	25379.5	0	0	0.166667	25379.5	0.166667	25379.5
chr13	28028160	0.166667	25421.5	0	0	0.166667	25421.5	0.166667	25421.5
chr13	28028161	0.166667	25259.8	0	0	0.166667	25259.8	0.166667	25259.8
chr13	28028162	0.166667	25521.8	0.166667	25521.8	0.166667	25521.8	0	0
chr13	28028163	0.833333	25177.8	0.166667	25178.5	0	0	0.166667	25178.5
chr13	28028164	0.5	24853.8	0	0	0.166667	24854.2	0.166667	24854.2
chr13	28028165	0.166667	23987.5	0.166667	23987.5	0	0	0.166667	23987.5
chr13	28028166	0.166667	22873.2	0.166667	22873.2	0	0	0.166667	22873.2
chr13	28028167	0	0	0.166667	23902.5	0.166667	23902.5	0.166667	23902.5
chr13	28028168	0	0	0.166667	23967.5	0.833333	23966.8	0.166667	23967.5
chr13	28028169	0.166667	23860.5	0.166667	23860.5	0	0	0.166667	23860.5
chr13	28028170	0.166667	23139.8	0	0	0.166667	23139.8	2.83333	23137.2
chr13	28028171	0.833333	22733.5	0.166667	22734.2	0	0	0.166667	22734.2
chr13	28028172	0.166667	22313.5	0.166667	22313.5	0	0	0.166667	22313.5
chr13	28028173	0.166667	22438.8	0.166667	22438.8	0	0	0.166667	22438.8
chr13	28028174	0.166667	22272.8	0	0	0.166667	22272.8	0.166667	22272.8
chr13	28028175	0.166667	22180.5	0	0	0.166667	22180.5	0.166667	22180.5
chr13	28028176	0	0	0.166667	21601.2	0.833333	21600.5	0.166667	21601.2
chr13	28028177	0.166667	21738.2	0.166667	21738.2	0.166667	21738.2	0	0
chr13	28028178	0.166667	21547.2	0.166667	21547.2	0.166667	21547.2	0	0
chr13	28028179	0.5	21479.2	0	0	0.166667	21479.5	0.166667	21479.5
chr13	28028180	0.166667	21405.5	0.166667	21405.5	0	0	0.166667	21405.5
chr13	28028181	0	0	0.166667	21313.8	0.5	18564.2	0.833333	21313.2
chr13	28028182	0.166667	21172.2	0.166667	21172.2	0.166667	21172.2	0	0
chr13	28028183	0	0	0.166667	20797.2	0.833333	20796.5	0.166667	20797.2
chr13	28028184	0.166667	20677.8	0.166667	20677.8	0	0	0.166667	20677.8
chr13	28028185	0.166667	20509.8	0	0	0.5	20509.5	3.5	20506.5
chr13	28028186	0.166667	16396.8	0.166667	20329.5	0	0	0.166667	20329.5
chr13	28028187	0.166667	20264.8	0	0	0.166667	17644.5	4.83333	20260.2
chr13	28028188	0.5	16929.8	0.166667	19843.2	0	0	0.166667	19843.2
chr13	28028189	0.166667	19221.5	1.16667	19220.5	0.166667	19221.5	0	0
chr13	28028190	0	0	0.166667	17315.2	4.16667	19832.2	0.166667	19836.2
chr13	28028191	0.166667	19133.2	0.166667	19133.2	0.166667	19133.2	0	0
chr13	28028192	0.833333	17572.2	1.5	19317.8	0	0	0.166667	19319.2
chr13	28028193	0.166667	18452.2	0.166667	18452.2	0.166667	18452.2	0	0
chr13	28028194	0.166667	17966.2	1.83333	17964.5	0.166667	17966.2	0	0
chr13	28028195	0.166667	17749.5	0.166667	17749.5	0.166667	17749.5	0	0
chr13	28028196	0.166667	18082.8	0.166667	18082.8	0.166667	18082.8	0	0
chr13	28028197	0.166667	18159.2	0.166667	18159.2	0.166667	18159.2	0	0
chr13	28028198	0	0	0.166667	18845.5	0.166667	18845.5	0.166667	18845.5
chr13	28028199	0.166667	17226.5	0.166667	18886.8	0	0	0.166667	18886.8
chr13	28028200	0.166667	18577.5	0.166667	16896.8	0.166667	18577.5	0	0
chr13	28028201	0	0	0.166667	17988.5	0.166667	17988.5	0.166667	17988.5
chr13	28028202	0.166667	18018.5	0.166667	18018.5	0	0	0.166667	18018.5
chr13	28028203	0.166667	17804.5	0.166667	17804.5	0	0	0.166667	17804.5
chr13	28028204	0.166667	17357.5	0	0	0.166667	17357.5	0.166667	17357.5
chr13	28028205	0.166667	17719.8	0	0	0.166667	14328.5	1.5	16089.5
chr13	28028206	0.166667	17281.8	0.166667	17281.8	0.166667	17281.8	0	0
chr13	28028207	0	0	0.166667	17018.5	0.166667	17018.5	0.166667	17018.5
chr13	28028208	0.166667	17133.8	0.166667	17133.8	0.166667	17133.8	0	0
chr13	28028209	0	0	0.5	17067.8	2.83333	17065.5	0.166667	17068.2
chr13	28028210	0	0	0.166667	17126.2	0.5	17125.8	0.166667	17126.2
chr13	28028211	0.166667	16972.2	0	0	0.166667	16972.2	0.166667	16972.2
chr13	28028212	0	0	0.166667	16755.5	0.166667	16755.5	0.166667	16755.5
chr13	28028213	0.166667	16652.8	0	0	0.166667	16652.8	0.166667	16652.8
chr13	28028214	0.166667	16657.8	0	0	0.166667	16657.8	0.166667	16657.8
chr13	28028215	0.166667	16390.2	0.166667	16390.2	0.166667	16390.2	0	0
chr13	28028216	0.166667	16552.2	0	0	0.166667	16552.2	0.166667	16552.2
chr13	28028217	0.166667	16431.2	0.166667	16431.2	0.166667	16431.2	0	0
chr13	28028218	0.166667	16229.2	0.166667	16229.2	0	0	0.166667	16229.2
chr13	28028219	0.166667	15922.2	0	0	0.5	15921.8	0.5	15921.8
chr13	28028220	0.166667	15153.2	0.166667	15153.2	0	0	0.166667	15153.2
chr13	28028221	1.5	15496.5	2.16667	15495.8	0	0	0.166667	15497.8
chr13	28028222	0.166667	15622.8	0.5	15622.5	0.166667	15622.8	0	0
chr13	28028223	0.166667	14910.5	0	0	0.166667	14910.5	0.166667	14910.5
chr13	28028224	0.166667	15405.8	0	0	0.166667	15405.8	0.166667	15405.8
chr13	28028225	0.166667	13847.8	0.166667	13847.8	0.166667	13847.8	0	0
chr13	28028226	0.166667	14690.5	0.166667	14690.5	0.166667	14690.5	0	0
chr13	28028227	0.166667	14707.2	0.166667	14707.2	0.166667	14707.2	0	0
chr13	28028228	0	0	0.5	14758.5	1.16667	14757.8	0.166667	14758.8
chr13	28028229	1.83333	14669.2	0.166667	14670.8	0	0	0.166667	14670.8
chr13	28028230	0.166667	14611.8	0.166667	14611.8	0.166667	14611.8	0	0
chr13	28028231	0.166667	14300.2	0	0	0.166667	14300.2	1.83333	14298.5
chr13	28028232	0.833333	13338.8	0.166667	13339.5	0	0	0.166667	13339.5
chr13	28028233	0.833333	13575.5	0.166667	13576.2	0	0	0.166667	13576.2
chr13	28028234	0.166667	13335.2	0.166667	13335.2	0	0	0.166667	13335.2
chr13	28028235	0.166667	13404.8	0	0	0.166667	13404.8	3.16667	13401.8
chr13	28028236	0.166667	13135.8	0.166667	13135.8	0.166667	13135.8	0	0
chr13	28028237	0	0	0.166667	13109.2	0.833333	11428.2	0.166667	13109.2
chr13	28028238	0.166667	13148.5	0	0	0.166667	13148.5	0.166667	13148.5
chr13	28028239	0.5	12615.8	0.166667	12616.2	0.166667	12616.2	0	0
chr13	28028240	0	0	0.166667	12904.5	2.16667	12902.5	0.833333	12903.8
chr13	28028241	0.166667	12894.2	0	0	0.5	12893.8	0.166667	12894.2
chr13	28028242	0.166667	12894.5	0.166667	12894.5	0.166667	12894.5	0	0
chr13	28028243	0.166667	12816.5	0	0	0.166667	12816.5	0.166667	12816.5
chr13	28028244	0.5	12830.2	0	0	0.166667	12830.5	0.833333	12829.8
chr13	28028245	0.5	12422.2	0.166667	12422.5	0	0	0.166667	12422.5
chr13	28028246	0	0	0.166667	12636.2	3.5	12632.8	0.166667	12636.2
chr13	28028247	0.166667	12588.2	0.166667	12588.2	0	0	0.166667	12588.2
chr13	28028248	0.166667	12585.2	0	0	0.166667	12585.2	0.833333	12584.5
chr13	28028249	0.166667	12630.2	0	0	0.166667	12630.2	0.166667	12630.2
