chr	pos	alpha A	beta A	alpha T	beta T	alpha G	beta G	alpha C	beta C
chr12	112419142	1.16667	21975.5	0.833333	24957.2	0	0	0.5	24957.5
chr12	112419143	7.83333	23427.5	2.83333	23432.5	0	0	1.83333	23433.5
chr12	112419144	10.5	21680.5	5.83333	21685.2	22.9642	50632.9	0	0
chr12	112419145	32.36	30953.6	17.493	20354.5	17.8333	21526.8	0	0
chr12	112419146	4.83333	21998.2	3.16667	21999.8	4.22287	11857.4	0	0
chr12	112419147	3.22467	4475.16	11.7786	28534.6	0	0	11.1667	20589.2
chr12	112419148	0.833333	22352.5	0.166667	22353.2	0	0	0.5	22352.8
chr12	112419149	1.5	21672.2	3.16667	21670.5	0.166667	21673.5	0	0
chr12	112419150	0.5	20961.2	0.5	20961.2	0	0	1.5	20960.2
chr12	112419151	11.5663	5065.89	39.5	18032.2	67.1667	18004.5	0	0
chr12	112419152	5.17515	4259.15	9.66439	7380.88	0	0	27.1667	17688.8
chr12	112419153	6.5	18453.5	7.83333	18452.2	0	0	7.83333	18452.2
chr12	112419154	1.83333	19832.5	0.5	19833.8	0	0	1.16667	19833.2
chr12	112419155	0.5	18956.2	3.16667	18953.5	0.166667	18956.5	0	0
chr12	112419156	0.5	19011.2	0.166667	19011.5	0.166667	19011.5	0	0
chr12	112419157	3.5	17465.8	0	0	31.8398	22366.3	2.44837	4347.18
chr12	112419158	17.8333	16848.5	5.5	16860.8	4.83333	16861.5	0	0
chr12	112419159	0.5	17796.5	0.880453	1999.47	0	0	0.5	17796.5
chr12	112419160	1.83333	16276.8	0.5	17759.5	0	0	0.166667	17759.8
chr12	112419161	1.5	16876.8	3.5	16874.8	0.5	16877.8	0	0
chr12	112419162	1.5	16751.2	0.166667	15325.5	0.166667	16752.5	0	0
chr12	112419163	0.5	16615.8	0.5	15055.8	0.833333	16615.5	0	0
chr12	112419164	3.83333	15248.2	3.5	15248.5	0	0	4.5	15247.5
chr12	112419165	13.199	6133.12	49.2366	19777.2	0	0	55.5683	13370.1
chr12	112419166	4.16667	15598.2	2.88149	5286.3	0.166667	15602.2	0	0
chr12	112419167	0.5	15567.2	1.16667	15566.5	0.166667	15567.5	0	0
chr12	112419168	0	0	0.833333	14290.8	4.83333	14286.8	4.5	14287.2
chr12	112419169	0.833333	14835.2	0.166667	13225.2	0.166667	14835.8	0	0
chr12	112419170	0.5	15035.5	1.5	15034.5	0.166667	13401.8	0	0
chr12	112419171	4.16667	14663.8	0.5	14667.5	0	0	0.166667	14667.8
chr12	112419172	0.5	14404.8	0.166667	14405.2	0.166667	14405.2	0	0
chr12	112419173	4.5	13939.5	2.16667	13941.8	2.83333	13941.2	0	0
chr12	112419174	0.5	13676.5	2.16667	13674.8	0	0	5.5	13671.5
chr12	112419175	5.5	13321.8	2.83333	13324.5	3.5	13323.8	0	0
chr12	112419176	2.5	13111.5	1.5	13112.5	0	0	12.8222	20577
chr12	112446247	0.166667	24820.5	0	0	0.166667	24820.5	0.166667	24820.5
chr12	112446248	0.166667	24707.2	0	0	0.166667	24707.2	0.5	24706.8
chr12	112446249	0	0	0.166667	26415.2	0.166667	26415.2	0.833333	26414.5
chr12	112446250	0.166667	26730.2	0	0	0.166667	26730.2	0.166667	26730.2
chr12	112446251	0.5	26899.2	0	0	0.166667	26899.5	0.5	26899.2
chr12	112446252	0	0	0.166667	27055.2	3.83333	27051.5	0.166667	27055.2
chr12	112446253	1.16667	28270.5	1.83333	28269.8	0.166667	28271.5	0	0
chr12	112446254	0.166667	28720.2	0	0	0.166667	28720.2	0.5	28719.8
chr12	112446255	0.5	28847.2	0	0	0.166667	28847.5	0.833333	28846.8
chr12	112446256	0	0	0.833333	29037.8	0.166667	25259.5	0.166667	29038.5
chr12	112446257	0.166667	29912.8	0.166667	29912.8	0.166667	29912.8	0	0
chr12	112446258	0.166667	30088.2	0	0	0.166667	30088.2	0.833333	30087.5
chr12	112446259	0.5	30074.5	0	0	0.833333	30074.2	0.166667	30074.8
chr12	112446260	0.833333	30220.2	0	0	0.833333	30220.2	2.5	30218.5
chr12	112446261	0.5	31141.2	0.166667	31141.5	0	0	0.166667	31141.5
chr12	112446262	0.166667	31006.8	0	0	1.16667	31005.8	1.83333	31005.2
chr12	112446263	1.5	31583.5	0.166667	31584.8	0.5	31584.5	0	0
chr12	112446264	0.833333	32109.5	0	0	0.166667	32110.2	0.166667	32110.2
chr12	112446265	0.166667	32405.5	0	0	0.166667	32405.5	0.833333	32404.8
chr12	112446266	0.166667	32288.5	0	0	1.16667	32287.5	0.166667	32288.5
chr12	112446267	1.5	33797.8	0.833333	33798.5	0.166667	33799.2	0	0
chr12	112446268	0.166667	33217.8	0	0	0.166667	33217.8	0.833333	33217.2
chr12	112446269	0.166667	33639.2	0	0	0.166667	33639.2	0.166667	33639.2
chr12	112446270	0.166667	33760.8	0	0	0.166667	33760.8	0.5	33760.5
chr12	112446271	0.166667	33897.8	0	0	0.5	33897.5	0.166667	33897.8
chr12	112446272	0.5	33983.8	0	0	0.833333	33983.5	0.166667	33984.2
chr12	112446273	0	0	0.5	35202.5	0.833333	35202.2	0.166667	35202.8
chr12	112446274	0	0	0.166667	35449.5	0.5	31199.2	0.166667	30323.5
chr12	112446275	0.833333	36027.2	0.166667	36027.8	0	0	0.166667	36027.8
chr12	112446276	0	0	0.166667	28404.5	3.16667	36279.2	0.166667	36282.2
chr12	112446277	0.5	36523.2	0	0	0.166667	36523.5	1.16667	36522.5
chr12	112446278	1.16667	32859.8	3.5	36003.5	0	0	0.166667	36006.8
chr12	112446279	0.166667	32522.8	0.166667	36946.5	0	0	0.166667	36946.5
chr12	112446280	0.166667	37199.5	0	0	0.166667	37199.5	1.16667	37198.5
chr12	112446281	0.166667	37285.2	0	0	0.166667	37285.2	0.166667	37285.2
chr12	112446282	0.833333	37327.8	0	0	0.166667	29205.2	6.16667	37322.5
chr12	112446283	3.16667	37227.2	2.83333	37227.5	0.833333	37229.5	0	0
chr12	112446284	0	0	0.166667	38042.8	1.5	35142.5	0.166667	38042.8
chr12	112446285	0.166667	38738.2	0.166667	38738.2	0.5	38737.8	0	0
chr12	112446286	1.16667	38695.5	4.16667	38692.5	0.166667	38696.5	0	0
chr12	112446287	1.83333	39154.8	0.833333	39155.8	0.166667	39156.5	0	0
chr12	112446288	0	0	0.166667	40053.8	2.5	40051.5	0.166667	40053.8
chr12	112446289	0	0	0.833333	39946.5	0.833333	39946.5	0.166667	39947.2
chr12	112446290	0	0	0.166667	40335.2	0.166667	40335.2	0.166667	40335.2
chr12	112446291	0.166667	37121.8	0	0	1.83333	40161.8	2.16667	40161.5
chr12	112446292	0	0	0.166667	40463.8	1.16667	40462.8	0.166667	40463.8
chr12	112446293	1.5	41093.8	0	0	0.166667	41095.2	2.5	41092.8
chr12	112446294	2.5	40570.8	0.5	40572.8	0.166667	40573.2	0	0
chr12	112446295	0	0	0.833333	41394.8	5.83333	41389.8	0.166667	41395.5
chr12	112446296	2.16667	42289.5	0.166667	42291.5	0.166667	42291.5	0	0
chr12	112446297	0.166667	35966.8	0	0	0.5	42561.8	0.166667	42562.2
chr12	112446298	1.83333	43077.2	0.166667	43078.8	0	0	0.166667	36412.2
chr12	112446299	0.833333	43361.5	0.166667	43362.2	0	0	0.166667	43362.2
chr12	112446300	2.16667	43312.2	0	0	1.16667	43313.2	6.16667	43308.2
chr12	112446301	2.5	42837.2	0.833333	42838.8	0	0	0.166667	42839.5
chr12	112446302	0.166667	43709.5	0	0	0.833333	43708.8	6.5	43703.2
chr12	112446303	5.83333	42633.5	5.5	42633.8	0	0	1.83333	42637.5
chr12	112446304	0.5	43583.2	0.166667	43583.5	0	0	0.166667	43583.5
chr12	112446305	0	0	0.166667	34609.5	2.16667	44261.5	0.166667	44263.5
chr12	112446306	5.16667	44531.5	0.166667	44536.5	0	0	1.16667	44535.5
chr12	112446307	6.16667	45032.2	0.166667	45038.2	0	0	0.166667	45038.2
chr12	112446308	6.16667	44093.5	3.16667	44096.5	1.83333	44097.8	0	0
chr12	112446309	0	0	0.166667	42070.8	0.5	45569.2	0.833333	45568.8
chr12	112446310	0.833333	45838.2	1.5	45837.5	0	0	0.5	45838.5
chr12	112446311	0	0	0.166667	45246.8	4.5	45242.5	0.833333	45246.2
chr12	112446312	0	0	0.166667	45951.8	1.16667	45950.8	0.166667	45951.8
chr12	112446313	0	0	0.166667	45969.2	0.166667	45969.2	0.5	45968.8
chr12	112446314	0	0	2.5	45382.5	2.16667	45382.8	5.16667	45379.8
chr12	112446315	1.5	45259.8	0.166667	45261.2	0.166667	45261.2	0	0
chr12	112446316	0.833333	45668.5	0.833333	45668.5	0.166667	45669.2	0	0
chr12	112446317	4.5	44358.2	0	0	5.5	44357.2	2.60222	12591
chr12	112446318	0	0	0.833333	44965.5	1.16667	44965.2	1.16667	44965.2
chr12	112446319	1.5	44995.5	0.166667	39327.5	0.166667	44996.8	0	0
chr12	112446320	2.5	44459.8	0	0	0.5	44461.8	1.62092	8157.25
chr12	112446321	3.83333	43978.5	1.83333	43980.5	0	0	0.5	43981.8
chr12	112446322	0.166667	44800.5	0	0	0.166667	44800.5	0.166667	44800.5
chr12	112446323	0.5	44939.8	0	0	0.166667	44940.2	0.493969	2257.04
chr12	112446324	1.5	44273.5	0.833333	44274.2	0	0	0.166667	44274.8
chr12	112446325	0	0	0.166667	34932.2	4.16667	44634.2	0.166667	44638.2
chr12	112446326	0.833333	44292.5	0.166667	44293.2	0.166667	44293.2	0	0
chr12	112446327	0	0	3.5	43941.2	3.83333	43940.8	0.5	43944.2
chr12	112446328	0	0	0.5	43848.2	0.166667	43848.5	0.166667	43848.5
chr12	112446329	0.166667	43901.2	0.166667	43901.2	0	0	0.166667	43901.2
chr12	112446330	0	0	1.16667	43431.2	0.166667	43432.2	0.833333	43431.5
chr12	112446331	1.16667	42655.2	0.5	42655.8	0	0	0.833333	42655.5
chr12	112446332	1.5	42698.8	0.5	42699.8	0	0	0.166667	42700.2
chr12	112446333	0	0	1.16667	42303.5	1.5	42303.2	0.5	42304.2
chr12	112446334	0.166667	42391.8	0.166667	42391.8	0	0	0.166667	42391.8
chr12	112446335	0.166667	42317.8	0	0	0.166667	42317.8	0.166667	42317.8
chr12	112446336	3.16667	41829.2	0	0	2.5	41829.8	4.83333	41827.5
chr12	112446337	2.5	42184.8	0.5	42186.8	0	0	0.166667	42187.2
chr12	112446338	0	0	1.5	42370.2	2.5	42369.2	0.166667	42371.5
chr12	112446339	0.833333	41704.2	0	0	2.83333	41702.2	3.89286	19875.9
chr12	112446340	0.359748	1267.23	0.5	41694.8	0	0	0.5	41694.8
chr12	112446341	3.16667	42081.5	0.166667	33021.2	0	0	0.166667	42084.5
chr12	112446342	2.5	41691.2	5.16667	41688.5	1.83333	41691.8	0	0
chr12	112446343	0	0	0.833333	42062.8	10.8333	42052.8	1.5	42062.2
chr12	112446344	0.5	42147.5	0.5	42147.5	0	0	0.166667	42147.8
chr12	112446345	0.166667	40450.2	0	0	0.5	40449.8	0.166667	40450.2
chr12	112446346	0.833333	40797.8	0	0	0.5	40798.2	0.833333	40797.8
chr12	112446347	0.166667	41053.5	0	0	0.166667	41053.5	0.166667	41053.5
chr12	112446348	0.166667	41011.5	0	0	0.833333	41010.8	0.166667	41011.5
chr12	112446349	0.166667	40279.8	0	0	0.166667	40279.8	0.5	40279.5
chr12	112446350	0.166667	40425.5	0	0	0.833333	40424.8	5.16667	40420.5
chr12	112446351	4.16667	40552.2	3.83333	40552.5	0	0	1.83333	40554.5
chr12	112446352	3.5	41646.2	0.166667	41649.5	0	0	0.166667	41649.5
chr12	112446353	1.5	41921.8	6.16667	41917.2	0.166667	41923.2	0	0
chr12	112446354	0	0	0.833333	41872.5	5.15068	12558.5	0.833333	41872.5
chr12	112446355	0	0	0.166667	42121.2	1.83333	42119.5	0.166667	42121.2
chr12	112446356	6.16667	41929.8	0.5	41935.5	0	0	0.166667	41935.8
chr12	112446357	5.16667	42088.5	0.166667	42093.5	0	0	0.166667	42093.5
chr12	112446358	1.16667	41816.2	1.5	41815.8	0.166667	41817.2	0	0
chr12	112446359	2.83333	41829.5	3.83333	41828.5	0.5	41831.8	0	0
chr12	112446360	2.5	41419.2	0	0	1.5	41420.2	3.16667	41418.5
chr12	112446361	0	0	0.833333	41910.5	0.833333	41910.5	0.166667	41911.2
chr12	112446362	1.16667	42398.2	0.166667	42399.2	0	0	0.166667	42399.2
chr12	112446363	1.83333	42010.5	0	0	0.5	42011.8	0.166667	42012.2
chr12	112446364	0	0	0.166667	41163.8	0.166667	41163.8	0.833333	41163.2
chr12	112446365	0	0	0.5	41537.2	0.166667	41537.5	0.166667	41537.5
chr12	112446366	0	0	0.166667	41505.8	0.166667	41505.8	0.166667	41505.8
chr12	112446367	0	0	0.833333	41213.5	4.83333	41209.5	1.16667	41213.2
chr12	112446368	0.166667	33460.5	0.166667	42530.2	0	0	0.166667	42530.2
chr12	112446369	0.166667	41367.5	0	0	1.16667	41366.5	0.5	41367.2
chr12	112446370	0	0	0.166667	41333.2	0.166667	41333.2	0.833333	41332.5
chr12	112446371	0	0	0.166667	41791.2	0.166667	41791.2	0.833333	41790.5
chr12	112446372	4.16667	41414.5	1.5	41417.2	0.166667	41418.5	0	0
chr12	112446373	4.16667	37924.5	1.5	41029.8	0.5	41030.8	0	0
chr12	112446374	1.83333	41838.5	0.166667	41840.2	0.166667	41840.2	0	0
chr12	112446375	0.5	42002.8	0	0	0.166667	35686.2	3.16667	42000.2
chr12	112446376	4.5	41783.8	0.833333	41787.5	0	0	0.5	41787.8
chr12	112446377	0.166667	36081.5	1.16667	42254.5	0	0	0.166667	42255.5
chr12	112446378	0	0	0.833333	42227.2	2.83333	42225.2	0.833333	42227.2
chr12	112446379	4.48933	4377.97	6.408	6922.27	0	0	4.69567	7697.49
chr12	112446380	0	0	3.16667	42025.5	2.5	42026.2	0.5	42028.2
chr12	112446381	2.83333	41918.2	0.166667	41920.8	0.166667	41920.8	0	0
chr12	112446382	0.5	38500.8	0	0	0.833333	41716.8	0.166667	36690.2
chr12	112446383	0.5	42743.8	0	0	0.833333	42743.5	3.16667	42741.2
chr12	112446384	6.16667	42059.2	3.5	42061.8	1.16667	38906.8	0	0
chr12	112446385	0	0	0.833333	43157.8	2.10895	11617.4	0.166667	43158.5
chr12	112446386	0.5	42850.8	0.5	42850.8	0.166667	42851.2	0	0
chr12	112446387	0	0	3.83333	42659.8	5.5	42658.2	0.166667	42663.5
chr12	112446388	1.83333	42963.5	0.166667	42965.2	0.166667	42965.2	0	0
chr12	112446389	0.5	43162.5	0	0	0.5	43162.5	0.166667	36631.2
chr12	112446390	0.166667	43043.2	0	0	0.166667	43043.2	0.5	43042.8
chr12	112446391	0.166667	43252.8	0	0	0.166667	43252.8	0.833333	43252.2
chr12	112446392	0.833333	43754.2	0.166667	43754.8	0.166667	43754.8	0	0
chr12	112446393	1.16667	40339.8	1.5	43719.8	0.166667	43721.2	0	0
chr12	112446394	3.83333	43843.5	0.5	43846.8	0	0	0.166667	43847.2
chr12	112446395	0.166667	43856.2	0	0	0.166667	43856.2	0.5	43855.8
chr12	112446396	0.166667	43866.2	0	0	0.5	43865.8	1.83333	43864.5
chr12	112446397	0	0	1.5	43870.5	1.83333	43870.2	0.5	43871.5
chr12	112446398	2.16667	43205.5	0.166667	43207.5	0	0	0.166667	37989.8
chr12	112446399	0.166667	43325.8	0.833333	43325.2	0	0	0.166667	43325.8
chr12	112446400	0.166667	43320.5	0	0	0.5	43320.2	0.833333	43319.8
chr12	112446401	0	0	0.5	43110.8	0.833333	43110.5	0.833333	43110.5
chr12	112446402	0	0	0.5	43748.2	1.83333	43746.8	0.166667	43748.5
chr12	112446403	0.833333	43709.5	0.833333	43709.5	0	0	0.166667	43710.2
chr12	112446404	0.166667	43620.8	0	0	0.166667	43620.8	0.166667	43620.8
chr12	112446405	1.5	44102.8	0	0	0.166667	44104.2	0.166667	44104.2
chr12	112446406	3.5	43667.8	0.5	43670.8	0	0	0.5	43670.8
chr12	112446407	1.83333	44099.5	0.5	44100.8	0	0	0.166667	44101.2
chr12	112446408	0	0	0.166667	43587.5	0.166667	38379.8	0.166667	43587.5
chr12	112446409	0	0	0.166667	44250.8	1.5	44249.5	0.166667	44250.8
chr12	112446410	0.166667	43954.8	0	0	0.166667	43954.8	0.166667	43954.8
chr12	112446411	1.16667	43490.5	2.16667	43489.5	0	0	0.833333	43490.8
chr12	112446412	0	0	0.5	43590.5	5.16667	43585.8	0.166667	43590.8
chr12	112446413	0	0	0.166667	43755.5	0.166667	43755.5	0.166667	43755.5
chr12	112446414	0	0	0.166667	43803.2	1.16667	43802.2	0.166667	43803.2
chr12	112446415	0	0	0.166667	43887.8	1.83333	43886.2	0.166667	43887.8
chr12	112446416	0.166667	44879.2	0.166667	44879.2	0	0	0.166667	44879.2
chr12	112446417	0	0	0.5	40712.8	0.833333	44147.2	0.166667	44147.8
chr12	112446418	5.16667	43889.5	3.83333	43890.8	0	0	2.5	43892.2
chr12	112446419	0	0	2.5	43881.8	5.5	43878.8	2.83333	43881.5
chr12	112446420	1.00175	5791.6	8.70337	26022.6	0	0	1.76093	8982.85
chr12	112446421	0.833333	43730.8	1.5	43730.2	0	0	1.16667	43730.5
chr12	112446422	0	0	0.166667	44131.5	3.16667	44128.5	0.166667	44131.5
chr12	112446423	1.16667	43805.2	0	0	0.833333	43805.5	0.5	43805.8
chr12	112446424	1.5	44471.5	3.16667	44469.8	0.166667	44472.8	0	0
chr12	112446425	1.44296	4438.11	9.5	43577.2	13.4466	85756	0	0
chr12	112446426	0.5	44422.2	0	0	0.833333	44421.8	2.54875	11915.6
chr12	112446427	2.5	43841.2	2.5	43841.2	0	0	0.833333	43842.8
chr12	112446428	0	0	0.833333	44495.2	1.16667	40673.8	0.833333	44495.2
chr12	112446429	0.166667	44096.2	0.166667	44096.2	0	0	0.166667	44096.2
chr12	112446430	0	0	0.833333	43462.5	0.833333	43462.5	0.833333	43462.5
chr12	112446431	0.833333	43287.2	1.16667	43286.8	0	0	0.166667	43287.8
chr12	112446432	1.16667	42735.2	0	0	3.5	42732.8	4.83333	42731.5
chr12	112446433	0.166667	43037.2	0.5	43036.8	0	0	0.166667	43037.2
chr12	112446434	0.833333	42317.5	0	0	1.16667	36738.2	1.16667	42317.2
chr12	112446435	0.166667	42754.8	0	0	0.166667	42754.8	0.166667	42754.8
chr12	112446436	0.166667	42361.2	0	0	0.833333	42360.5	1.5	42359.8
chr12	112446437	0.166667	42803.2	0	0	0.166667	42803.2	2.16667	42801.2
chr12	112446438	3.16667	41719.5	4.16667	41718.5	1.16667	41721.5	0	0
chr12	112446439	0.5	42143.5	0	0	0.166667	42143.8	0.166667	42143.8
chr12	112446440	0	0	0.833333	41119.5	1.16667	41119.2	2.16667	41118.2
chr12	112446441	0.166667	40623.8	0.166667	40623.8	0	0	0.166667	40623.8
chr12	112446442	1.16667	40568.5	0.166667	40569.5	0	0	0.166667	40569.5
chr12	112446443	0.5	40039.8	0	0	0.5	40039.8	0.833333	36884.2
chr12	112446444	0	0	0.166667	39971.5	0.833333	36987.2	0.166667	39971.5
chr12	112446445	2.16667	39471.8	1.5	39472.5	0	0	0.166667	39473.8
chr12	112446446	0.833333	39399.8	0.166667	39400.5	0	0	0.166667	39400.5
chr12	112446447	0	0	0.5	38937.5	0.166667	38937.8	0.5	38937.5
chr12	112446448	0	0	0.833333	39319.8	0.166667	39320.5	0.166667	39320.5
chr12	112446449	1.16667	38955.2	0.833333	38955.5	0	0	0.166667	38956.2
chr12	112446450	0.5	37833.5	0	0	3.5	37830.5	5.83333	37828.2
chr12	112446451	0.833333	37716.8	0.166667	37717.5	0	0	0.166667	37717.5
chr12	112446452	0.166667	37484.2	0.166667	37484.2	0	0	0.166667	37484.2
chr12	112446453	0.166667	36919.2	0	0	0.166667	36919.2	1.16667	36918.2
chr12	112446454	0	0	0.166667	35917.8	1.83333	33134.5	0.166667	35917.8
chr12	112446455	0	0	0.166667	36093.2	0.5	36092.8	0.833333	36092.5
chr12	112446456	0	0	0.166667	35879.2	0.833333	35878.5	0.833333	35878.5
chr12	112446457	0	0	0.166667	35887.5	1.5	35886.2	1.16667	35886.5
chr12	112446458	1.5	35492.2	1.5	35492.2	0.166667	35493.5	0	0
chr12	112446459	4.83333	34962.8	2.16667	34965.5	0.5	34967.2	0	0
chr12	112446460	0	0	0.833333	34529.5	0.833333	34529.5	4.83333	34525.5
chr12	112446461	0.166667	34536.2	0	0	3.5	34532.8	0.166667	34536.2
chr12	112446462	1.5	34183.8	0.5	34184.8	0	0	0.166667	34185.2
chr12	112446463	1.83333	34167.2	1.83333	34167.2	0.166667	34168.8	0	0
chr12	112446464	0.5	33660.8	0	0	0.166667	33661.2	1.16667	33660.2
chr12	112446465	0.166667	33704.5	0	0	0.166667	33704.5	0.166667	33704.5
chr12	112446466	1.83333	32713.5	0.166667	32715.2	0	0	0.166667	32715.2
chr12	112446467	0.833333	32697.8	0.5	32698.2	0	0	0.166667	32698.5
chr12	112446468	0	0	0.833333	32386.2	1.5	32385.5	0.5	32386.5
chr12	112446469	0.833333	31981.2	0	0	0.166667	31981.8	0.166667	27271.2
chr12	112446470	0	0	0.166667	31510.5	1.83333	31508.8	0.5	31510.2
chr12	112446471	0.166667	24628.2	0.166667	31306.5	0	0	0.833333	31305.8
chr12	112446472	0.833333	31035.2	0.166667	31035.8	0.166667	31035.8	0	0
chr12	112446473	0.166667	30294.8	0	0	1.16667	30293.8	0.166667	30294.8
chr12	112446474	0.5	30249.2	0	0	0.166667	30249.5	4.5	30245.2
chr12	112446475	4.16667	30049.2	0.166667	30053.2	0	0	0.833333	30052.5
chr12	112446476	0.5	29813.8	3.16667	29811.2	0.166667	29814.2	0	0
chr12	112446477	0.5	29601.8	0	0	0.166667	29602.2	2.83333	29599.5
chr12	112446478	1.9355	3985.23	3.60824	11213.6	0	0	5.16667	28491.8
chr12	112446479	0.833333	28767.2	6.16667	28761.8	0.166667	28767.8	0	0
chr12	112446480	1.5	28539.5	0.833333	26374.5	0.5	28540.5	0	0
chr12	112446481	1.83333	28295.5	0	0	0.833333	28296.5	2.16667	28295.2
chr12	112446482	5.5	27774.8	2.5	27777.8	0	0	1.83333	27778.5
chr12	112446483	0.5	27628.2	0.5	23536.8	0.833333	27627.8	0	0
chr12	112446484	0	0	0.5	27581.2	6.16667	27575.5	0.166667	27581.5
chr12	112446485	0.5	26652.8	0	0	0.166667	26653.2	0.166667	26653.2
chr12	112446486	0.833333	26576.8	0	0	0.166667	26577.5	0.166667	26577.5
chr12	112450277	0.5	29047.5	0	0	0.166667	29047.8	0.5	29047.5
chr12	112450278	0.5	29447.5	0	0	0.166667	29447.8	0.166667	29447.8
chr12	112450279	0	0	0.5	30341.8	0.5	30341.8	0.5	30341.8
chr12	112450280	1.16667	30665.2	0	0	2.5	30663.8	2.16667	30664.2
chr12	112450281	0.166667	30614.8	0	0	0.166667	30614.8	0.166667	30614.8
chr12	112450282	0.5	30833.8	0	0	1.16667	30833.2	4.5	30829.8
chr12	112450283	1.5	31836.8	0.5	31837.8	0	0	0.166667	31838.2
chr12	112450284	0.5	31926.5	0	0	0.833333	31926.2	4.16667	31922.8
chr12	112450285	2.5	32281.2	0.5	32283.2	0.166667	32283.5	0	0
chr12	112450286	0.166667	28799.5	1.83333	32569.8	0.166667	32571.5	0	0
chr12	112450287	3.16667	32590.2	3.16667	32590.2	0.166667	32593.2	0	0
chr12	112450288	3.16667	32405.2	2.83333	32405.5	1.16667	32407.2	0	0
chr12	112450289	0.5	34531.2	0	0	0.166667	34531.5	0.166667	34531.5
chr12	112450290	0.833333	34259.8	0	0	2.5	34258.2	0.830789	2893.75
chr12	112450291	0.166667	35190.8	0.166667	35190.8	0	0	0.166667	35190.8
chr12	112450292	1.5	35605.2	1.83333	35604.8	0.166667	35606.5	0	0
chr12	112450293	0.833333	35932.2	0.833333	35932.2	0.5	35932.5	0	0
chr12	112450294	0.166667	36051.5	0	0	0.5	36051.2	4.5	36047.2
chr12	112450295	1.16667	36564.2	0.166667	36565.2	0.166667	36565.2	0	0
chr12	112450296	1.83333	36940.8	0.5	31271.2	0.166667	29191.2	0	0
chr12	112450297	1.16667	37427.5	0.5	37428.2	0.166667	37428.5	0	0
chr12	112450298	0.5	37484.2	0	0	0.5	37484.2	0.5	37484.2
chr12	112450299	0.166667	37778.8	0	0	0.166667	37778.8	2.16667	37776.8
chr12	112450300	0.166667	37777.2	0	0	0.166667	37777.2	0.833333	32808.8
chr12	112450301	1.16667	38398.8	0.166667	38399.8	0.166667	38399.8	0	0
chr12	112450302	0.833333	38592.5	1.5	38591.8	0.166667	38593.2	0	0
chr12	112450303	0	0	0.5	39109.8	0.833333	39109.5	0.5	39109.8
chr12	112450304	0	0	0.833333	36440.8	0.166667	39527.8	0.166667	39527.8
chr12	112450305	0.5	39734.5	0	0	0.5	39734.5	3.16667	39731.8
chr12	112450306	1.83333	40305.2	0.166667	40306.8	0	0	0.166667	40306.8
chr12	112450307	1.5	39983.8	1.5	39983.8	0	0	0.5	39984.8
chr12	112450308	0	0	0.833333	40588.8	0.833333	40588.8	0.166667	40589.5
chr12	112450309	0.833333	41002.5	0.833333	41002.5	0.166667	41003.2	0	0
chr12	112450310	0.5	41416.8	0	0	0.166667	41417.2	0.166667	41417.2
chr12	112450311	0	0	0.5	41222.8	0.5	38064.5	0.833333	41222.5
chr12	112450312	0.166667	41771.8	0	0	0.833333	41771.2	0.166667	41771.8
chr12	112450313	0.166667	41886.2	0	0	0.5	41885.8	0.833333	41885.5
chr12	112450314	0.166667	41497.8	0	0	0.833333	41497.2	1.83333	41496.2
chr12	112450315	0.166667	37338.8	0	0	0.166667	42257.2	0.166667	42257.2
chr12	112450316	0	0	1.5	43074.2	0.166667	43075.5	0.166667	43075.5
chr12	112450317	0.166667	43652.5	0.166667	43652.5	0	0	0.166667	43652.5
chr12	112450318	0	0	0.166667	43836.8	0.166667	43836.8	0.166667	43836.8
chr12	112450319	0	0	0.166667	44148.2	0.166667	38428.5	0.166667	44148.2
chr12	112450320	0.166667	39571.8	0.166667	44745.2	0	0	0.166667	44745.2
chr12	112450321	0	0	0.5	44136.2	1.83333	44134.8	0.166667	44136.5
chr12	112450322	0	0	0.166667	44385.2	0.833333	44384.5	0.5	44384.8
chr12	112450323	0	0	0.166667	45068.2	0.166667	45068.2	0.166667	45068.2
chr12	112450324	1.7086	10634.5	0	0	2.00764	4671.05	1.35135	8821.28
chr12	112450325	6.16667	45331.5	1.5	45336.2	0	0	1.83333	45335.8
chr12	112450326	2.5	45190.8	2.16667	45191.2	0	0	1.83333	45191.5
chr12	112450327	0	0	0.166667	35957.2	0.937408	5449.99	0.166667	45549.8
chr12	112450328	2.83333	45711.8	1.83333	45712.8	0	0	0.833333	45713.8
chr12	112450329	0.833333	46295.8	6.5	46290.2	0.166667	46296.5	0	0
chr12	112450330	0.833333	45748.5	0	0	1.16667	45748.2	1.66659	9334.48
chr12	112450331	2.85455	8900.32	2.17774	11584.6	0	0	4.83333	45219.8
chr12	112450332	0.166667	39418.5	0	0	0.166667	39845.2	0.453384	2148.02
chr12	112450333	2.16667	46287.2	0.833333	46288.5	0.5	46288.8	0	0
chr12	112450334	0	0	1.56093	8663.62	1.12087	4880.99	1.16667	47184.8
chr12	112450335	0.5	47415.5	0.5	47415.5	0.166667	47415.8	0	0
chr12	112450336	0.833333	47055.8	2.83333	47053.8	1.5	47055.2	0	0
chr12	112450337	0.833333	47639.2	5.16667	47634.8	0.166667	47639.8	0	0
chr12	112450338	0	0	0.166667	47966.8	2.16667	47964.8	0.5	47966.5
chr12	112450339	1.16667	47720.5	0.166667	40823.5	0.166667	47721.5	0	0
